sale_id,date,month,quarter,territory,province,city,clinic_id,clinic_name,sales_rep,product_name,product_category,animal_segment,unit_price,quantity,discount_pct,revenue,quota,quota_attainment
S0211,2024-02-20,February,Q1,Ontario West,ON,Kitchener,CLN1031,Roman Farm Supply & Vet,Emily Chen,Vetmedin 10mg,Cardiology,Companion,142.0,24,0.03,3305.76,3111.42,106.2
S0939,2024-02-20,February,Q1,Quebec,QC,Laval,CLN1071,Clark Animal Hospital,Marc Tremblay,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,1,0.12,154.0,116.61,132.1
S0993,2024-02-20,February,Q1,Ontario East,ON,Toronto,CLN1005,Doyle Mixed Practice,David Park,Zactran 150mg/mL,Antibiotics,Cattle,320.0,26,0.07,7737.6,9508.04,81.4
S0112,2024-02-21,February,Q1,Quebec,QC,Montreal,CLN1064,Cohen Farm Supply & Vet,Marc Tremblay,Clomicalm 20mg,Behaviour,Companion,67.0,33,0.14,1901.46,1804.86,105.4
S0118,2024-02-21,February,Q1,Western Canada,AB,Calgary,CLN1096,James Mixed Practice,Ryan Nakamura,Ingelvac CircoFLEX,Vaccines,Swine,210.0,7,0.11,1308.3,1533.77,85.3
S0429,2024-02-21,February,Q1,Atlantic Canada,NS,Fredericton,CLN1118,Fowler Animal Hospital,Fatima Hassan,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,44,0.07,12194.16,10735.09,113.6
S0521,2024-02-21,February,Q1,Quebec,QC,Sherbrooke,CLN1054,Zuniga Veterinary Clinic,Marc Tremblay,Clomicalm 20mg,Behaviour,Companion,67.0,37,0.09,2255.89,2718.41,83.0
S0404,2024-02-22,February,Q1,Atlantic Canada,NS,Halifax,CLN1106,Davidson Veterinary Clinic,Connor MacDonald,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,29,0.08,3575.12,4804.48,74.4
S0470,2024-02-22,February,Q1,Quebec,QC,Sherbrooke,CLN1052,Clark Farm Supply & Vet,Isabelle Roy,Zactran 150mg/mL,Antibiotics,Cattle,320.0,48,0.08,14131.2,11401.55,123.9
S0541,2024-02-22,February,Q1,Quebec,QC,Sherbrooke,CLN1060,Gray Mixed Practice,Isabelle Roy,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,34,0.12,5236.0,5174.69,101.2
S0570,2024-02-23,February,Q1,Ontario East,ON,Kingston,CLN1013,Johnson Veterinary Clinic,David Park,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,39,0.11,10343.58,10356.98,99.9
S0603,2024-02-23,February,Q1,Quebec,QC,Montreal,CLN1062,Bowman Veterinary Clinic,Marc Tremblay,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,38,0.03,4939.24,6120.44,80.7
S0256,2024-02-24,February,Q1,Western Canada,AB,Vancouver,CLN1094,Henderson Veterinary Clinic,Priya Sharma,Ingelvac CircoFLEX,Vaccines,Swine,210.0,9,0.11,1682.1,1781.32,94.4
S0709,2024-02-24,February,Q1,Ontario West,ON,London,CLN1027,Davis Veterinary Clinic,James Okafor,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,16,0.13,762.12,734.39,103.8
S0764,2024-02-24,February,Q1,Ontario East,ON,Ottawa,CLN1008,Miller Animal Hospital,Sarah Mitchell,Nexgard Spectra L,Parasitology,Companion,44.5,42,0.02,1831.62,1963.15,93.3
S0774,2024-02-24,February,Q1,Western Canada,AB,Saskatoon,CLN1085,Ross Farm Supply & Vet,Ryan Nakamura,Vetmedin 5mg,Cardiology,Companion,89.5,9,0.03,781.33,600.66,130.1
S0151,2024-02-25,February,Q1,Ontario East,ON,Kingston,CLN1015,Santos Farm Supply & Vet,Sarah Mitchell,Ingelvac PRRS MLV,Vaccines,Swine,185.0,29,0.12,4721.2,4994.76,94.5
S0148,2024-02-26,February,Q1,Ontario East,ON,Toronto,CLN1001,Fowler Veterinary Clinic,David Park,Clomicalm 20mg,Behaviour,Companion,67.0,9,0.08,554.76,681.86,81.4
S0489,2024-02-26,February,Q1,Ontario East,ON,Ottawa,CLN1008,Miller Animal Hospital,Sarah Mitchell,Clomicalm 20mg,Behaviour,Companion,67.0,38,0.11,2265.94,1892.04,119.8
S0982,2024-02-26,February,Q1,Quebec,QC,Sherbrooke,CLN1054,Zuniga Veterinary Clinic,Marc Tremblay,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,44,0.13,5129.52,4555.21,112.6
S0293,2024-02-27,February,Q1,Quebec,QC,Sherbrooke,CLN1059,Martin Mixed Practice,Isabelle Roy,Clomicalm 20mg,Behaviour,Companion,67.0,33,0.07,2056.23,1780.05,115.5
S0520,2024-02-27,February,Q1,Quebec,QC,Sherbrooke,CLN1059,Martin Mixed Practice,Marc Tremblay,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,40,0.09,4877.6,5945.85,82.0
S0840,2024-02-27,February,Q1,Atlantic Canada,NS,Halifax,CLN1116,Harrell Veterinary Clinic,Connor MacDonald,Ingelvac PRRS MLV,Vaccines,Swine,185.0,42,0.07,7226.1,8552.73,84.5
S0977,2024-02-27,February,Q1,Ontario West,ON,Windsor,CLN1029,Abbott Veterinary Clinic,Emily Chen,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,43,0.03,7299.25,5706.86,127.9
S0058,2024-02-28,February,Q1,Atlantic Canada,NS,Moncton,CLN1108,Graham Veterinary Clinic,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,10,0.04,2860.8,2958.46,96.7
S0628,2024-02-28,February,Q1,Western Canada,AB,Saskatoon,CLN1079,Baker Veterinary Clinic,Ryan Nakamura,Vetmedin 5mg,Cardiology,Companion,89.5,44,0.13,3426.06,3353.51,102.2
S0668,2024-02-28,February,Q1,Ontario West,ON,Kitchener,CLN1047,Garcia Animal Hospital,James Okafor,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,15,0.06,2467.5,2339.52,105.5
S0394,2024-02-29,February,Q1,Atlantic Canada,NS,Fredericton,CLN1118,Fowler Animal Hospital,Connor MacDonald,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,9,0.05,1496.25,1336.37,112.0
S0609,2024-02-29,February,Q1,Western Canada,AB,Vancouver,CLN1084,Hurst Farm Supply & Vet,Ryan Nakamura,Zactran 150mg/mL,Antibiotics,Cattle,320.0,35,0.1,10080.0,9509.76,106.0
S0445,2024-03-01,March,Q1,Ontario West,ON,Windsor,CLN1048,Ramirez Animal Hospital,James Okafor,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,50,0.13,5829.0,6935.12,84.1
S0975,2024-03-01,March,Q1,Western Canada,AB,Saskatoon,CLN1081,Hoffman Mixed Practice,Priya Sharma,Nexgard Spectra L,Parasitology,Companion,44.5,27,0.0,1201.5,1071.0,112.2
S0062,2024-03-02,March,Q1,Ontario West,ON,Kitchener,CLN1032,Blair Farm Supply & Vet,James Okafor,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,50,0.05,6365.0,7386.94,86.2
S0074,2024-03-02,March,Q1,Ontario West,ON,Kitchener,CLN1043,Perez Farm Supply & Vet,Emily Chen,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,30,0.04,3859.2,3476.53,111.0
S0465,2024-03-02,March,Q1,Ontario East,ON,Ottawa,CLN1014,Gonzalez Livestock Practice,Sarah Mitchell,Vetmedin 10mg,Cardiology,Companion,142.0,11,0.07,1452.66,1363.21,106.6
S0466,2024-03-02,March,Q1,Quebec,QC,Montreal,CLN1069,Stewart Farm Supply & Vet,Isabelle Roy,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,29,0.05,1508.36,1371.11,110.0
S0246,2024-03-04,March,Q1,Western Canada,AB,Vancouver,CLN1082,Baker Farm Supply & Vet,Ryan Nakamura,Clomicalm 20mg,Behaviour,Companion,67.0,28,0.08,1725.92,2193.52,78.7
S0925,2024-03-05,March,Q1,Western Canada,AB,Saskatoon,CLN1085,Ross Farm Supply & Vet,Priya Sharma,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,40,0.0,5360.0,5578.99,96.1
S0647,2024-03-06,March,Q1,Ontario East,ON,Kingston,CLN1013,Johnson Veterinary Clinic,Sarah Mitchell,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,38,0.07,4735.56,4491.73,105.4
S0986,2024-03-06,March,Q1,Western Canada,AB,Calgary,CLN1093,Conner Veterinary Clinic,Ryan Nakamura,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,23,0.15,3421.25,2981.03,114.8
S0462,2024-03-07,March,Q1,Western Canada,AB,Vancouver,CLN1082,Baker Farm Supply & Vet,Priya Sharma,Vetmedin 10mg,Cardiology,Companion,142.0,38,0.09,4910.36,4964.32,98.9
S0963,2024-03-07,March,Q1,Quebec,QC,Laval,CLN1063,Hawkins Farm Supply & Vet,Marc Tremblay,Ingelvac PRRS MLV,Vaccines,Swine,185.0,40,0.01,7326.0,8577.12,85.4
S0423,2024-03-08,March,Q1,Western Canada,AB,Vancouver,CLN1084,Hurst Farm Supply & Vet,Ryan Nakamura,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,7,0.0,938.0,971.85,96.5
S0564,2024-03-08,March,Q1,Ontario West,ON,Kitchener,CLN1046,Hall Livestock Practice,James Okafor,Clomicalm 20mg,Behaviour,Companion,67.0,26,0.0,1742.0,1540.96,113.0
S0581,2024-03-08,March,Q1,Western Canada,AB,Calgary,CLN1089,Davis Farm Supply & Vet,Priya Sharma,Ingelvac CircoFLEX,Vaccines,Swine,210.0,42,0.13,7673.4,6522.91,117.6
S0737,2024-03-08,March,Q1,Ontario West,ON,London,CLN1040,Ray Farm Supply & Vet,James Okafor,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,48,0.04,2522.88,2840.48,88.8
S0798,2024-03-08,March,Q1,Quebec,QC,Montreal,CLN1058,Daniel Livestock Practice,Marc Tremblay,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,28,0.04,1471.68,1451.95,101.4
S0262,2024-03-09,March,Q1,Quebec,QC,Montreal,CLN1064,Cohen Farm Supply & Vet,Isabelle Roy,Nexgard Spectra M,Parasitology,Companion,38.9,35,0.0,1361.5,1108.94,122.8
S0301,2024-03-09,March,Q1,Western Canada,AB,Calgary,CLN1089,Davis Farm Supply & Vet,Ryan Nakamura,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,19,0.06,3125.5,2758.28,113.3
S0461,2024-03-09,March,Q1,Quebec,QC,Quebec City,CLN1053,Adams Animal Hospital,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,48,0.01,8791.2,7097.54,123.9
S0601,2024-03-09,March,Q1,Atlantic Canada,NS,St. John's,CLN1119,Lynch Livestock Practice,Connor MacDonald,Ingelvac PRRS MLV,Vaccines,Swine,185.0,30,0.1,4995.0,6611.95,75.5
S0766,2024-03-09,March,Q1,Atlantic Canada,NS,Moncton,CLN1104,Herrera Livestock Practice,Fatima Hassan,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,13,0.0,1742.0,1701.34,102.4
S0310,2024-03-10,March,Q1,Quebec,QC,Quebec City,CLN1070,Adams Animal Hospital,Marc Tremblay,Vetmedin 10mg,Cardiology,Companion,142.0,31,0.0,4402.0,4381.4,100.5
S0739,2024-03-10,March,Q1,Atlantic Canada,NS,St. John's,CLN1111,Liu Animal Hospital,Fatima Hassan,Ingelvac PRRS MLV,Vaccines,Swine,185.0,35,0.14,5568.5,6009.12,92.7
S0800,2024-03-10,March,Q1,Ontario East,ON,Belleville,CLN1011,Robinson Animal Hospital,David Park,Zactran 150mg/mL,Antibiotics,Cattle,320.0,28,0.12,7884.8,6530.39,120.7
S0823,2024-03-10,March,Q1,Western Canada,AB,Vancouver,CLN1088,Hicks Animal Hospital,Ryan Nakamura,Clomicalm 20mg,Behaviour,Companion,67.0,20,0.1,1206.0,1554.76,77.6
S0395,2024-03-11,March,Q1,Ontario East,ON,Toronto,CLN1024,Moore Mixed Practice,David Park,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,10,0.08,1232.8,1233.96,99.9
S0819,2024-03-11,March,Q1,Quebec,QC,Montreal,CLN1072,Hahn Mixed Practice,Isabelle Roy,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,10,0.05,520.12,512.69,101.4
S0913,2024-03-11,March,Q1,Ontario East,ON,Toronto,CLN1019,Pacheco Farm Supply & Vet,David Park,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,28,0.15,4165.0,3463.05,120.3
S0241,2024-03-12,March,Q1,Western Canada,AB,Vancouver,CLN1092,Burton Veterinary Clinic,Ryan Nakamura,Nexgard Spectra L,Parasitology,Companion,44.5,33,0.03,1424.44,1910.29,74.6
S0268,2024-03-12,March,Q1,Atlantic Canada,NS,Halifax,CLN1103,Maldonado Livestock Practice,Fatima Hassan,Zactran 150mg/mL,Antibiotics,Cattle,320.0,30,0.02,9408.0,12097.55,77.8
S0364,2024-03-12,March,Q1,Western Canada,AB,Calgary,CLN1093,Conner Veterinary Clinic,Ryan Nakamura,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,34,0.03,9828.04,9616.14,102.2
S0903,2024-03-12,March,Q1,Ontario West,ON,Burlington,CLN1042,Williams Farm Supply & Vet,Emily Chen,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,43,0.01,7449.75,6560.0,113.6
S0089,2024-03-13,March,Q1,Quebec,QC,Montreal,CLN1055,Wong Veterinary Clinic,Marc Tremblay,Zactran 150mg/mL,Antibiotics,Cattle,320.0,15,0.1,4320.0,5594.6,77.2
S0459,2024-03-13,March,Q1,Ontario East,ON,Ottawa,CLN1014,Gonzalez Livestock Practice,Sarah Mitchell,Zactran 150mg/mL,Antibiotics,Cattle,320.0,16,0.06,4812.8,6385.19,75.4
S0918,2024-03-13,March,Q1,Quebec,QC,Montreal,CLN1062,Bowman Veterinary Clinic,Isabelle Roy,Vetmedin 10mg,Cardiology,Companion,142.0,38,0.07,5018.28,5842.78,85.9
S0962,2024-03-13,March,Q1,Atlantic Canada,NS,St. John's,CLN1112,Baker Animal Hospital,Connor MacDonald,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,38,0.03,4939.24,3917.9,126.1
S0968,2024-03-13,March,Q1,Atlantic Canada,NS,St. John's,CLN1098,Rice Animal Hospital,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,12,0.05,3397.2,2794.02,121.6
S0113,2024-03-14,March,Q1,Atlantic Canada,NS,St. John's,CLN1112,Baker Animal Hospital,Fatima Hassan,Vetmedin 10mg,Cardiology,Companion,142.0,34,0.14,4152.08,3152.29,131.7
S0351,2024-03-14,March,Q1,Atlantic Canada,NS,Halifax,CLN1116,Harrell Veterinary Clinic,Connor MacDonald,Clomicalm 20mg,Behaviour,Companion,67.0,21,0.0,1407.0,1230.13,114.4
S0611,2024-03-15,March,Q1,Quebec,QC,Sherbrooke,CLN1054,Zuniga Veterinary Clinic,Isabelle Roy,Ingelvac CircoFLEX,Vaccines,Swine,210.0,1,0.08,193.2,147.83,130.7
S0933,2024-03-15,March,Q1,Western Canada,AB,Calgary,CLN1096,James Mixed Practice,Ryan Nakamura,Ingelvac CircoFLEX,Vaccines,Swine,210.0,44,0.11,8223.6,8509.4,96.6
S0037,2024-03-16,March,Q1,Ontario West,ON,Kitchener,CLN1043,Perez Farm Supply & Vet,James Okafor,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,44,0.05,2288.55,2823.93,81.0
S0039,2024-03-16,March,Q1,Quebec,QC,Sherbrooke,CLN1054,Zuniga Veterinary Clinic,Marc Tremblay,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,45,0.06,5668.2,5610.34,101.0
S0081,2024-03-17,March,Q1,Quebec,QC,Sherbrooke,CLN1052,Clark Farm Supply & Vet,Isabelle Roy,Vetmedin 10mg,Cardiology,Companion,142.0,37,0.09,4781.14,3739.64,127.9
S0476,2024-03-17,March,Q1,Ontario East,ON,Toronto,CLN1023,Peterson Livestock Practice,David Park,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,12,0.04,630.72,641.82,98.3
S0111,2024-03-18,March,Q1,Western Canada,AB,Vancouver,CLN1091,Rodriguez Mixed Practice,Priya Sharma,Ingelvac CircoFLEX,Vaccines,Swine,210.0,43,0.12,7946.4,9068.52,87.6
S0428,2024-03-18,March,Q1,Western Canada,AB,Saskatoon,CLN1079,Baker Veterinary Clinic,Ryan Nakamura,Ingelvac PRRS MLV,Vaccines,Swine,185.0,23,0.11,3786.95,4267.32,88.7
S0750,2024-03-18,March,Q1,Quebec,QC,Montreal,CLN1058,Daniel Livestock Practice,Isabelle Roy,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,40,0.07,4984.8,4697.61,106.1
S0103,2024-03-19,March,Q1,Ontario East,ON,Belleville,CLN1012,Wagner Mixed Practice,Sarah Mitchell,Vetmedin 10mg,Cardiology,Companion,142.0,30,0.14,3663.6,4171.47,87.8
S0649,2024-03-19,March,Q1,Quebec,QC,Laval,CLN1063,Hawkins Farm Supply & Vet,Isabelle Roy,Nexgard Spectra L,Parasitology,Companion,44.5,40,0.1,1602.0,1868.05,85.8
S0772,2024-03-19,March,Q1,Western Canada,AB,Saskatoon,CLN1085,Ross Farm Supply & Vet,Priya Sharma,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,34,0.1,1675.35,2026.24,82.7
S0929,2024-03-19,March,Q1,Atlantic Canada,NS,Halifax,CLN1103,Maldonado Livestock Practice,Connor MacDonald,Nexgard Spectra L,Parasitology,Companion,44.5,6,0.15,226.95,251.31,90.3
S0170,2024-03-21,March,Q1,Western Canada,AB,Calgary,CLN1093,Conner Veterinary Clinic,Priya Sharma,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,39,0.01,11505.78,8992.52,127.9
S0240,2024-03-21,March,Q1,Ontario West,ON,Windsor,CLN1045,Miller Animal Hospital,James Okafor,Zactran 150mg/mL,Antibiotics,Cattle,320.0,35,0.04,10752.0,9999.08,107.5
S0504,2024-03-21,March,Q1,Western Canada,AB,Vancouver,CLN1091,Rodriguez Mixed Practice,Ryan Nakamura,Ingelvac CircoFLEX,Vaccines,Swine,210.0,42,0.02,8643.6,11097.1,77.9
S0667,2024-03-21,March,Q1,Ontario West,ON,London,CLN1030,Munoz Veterinary Clinic,James Okafor,Zactran 150mg/mL,Antibiotics,Cattle,320.0,42,0.04,12902.4,10839.88,119.0
S0258,2024-03-22,March,Q1,Ontario East,ON,Toronto,CLN1007,Mcclain Veterinary Clinic,David Park,Ingelvac CircoFLEX,Vaccines,Swine,210.0,40,0.06,7896.0,10482.82,75.3
S0096,2024-03-23,March,Q1,Ontario East,ON,Belleville,CLN1012,Wagner Mixed Practice,David Park,Nexgard Spectra L,Parasitology,Companion,44.5,27,0.05,1141.42,1315.01,86.8
S0208,2024-03-23,March,Q1,Atlantic Canada,NS,St. John's,CLN1120,Hernandez Animal Hospital,Connor MacDonald,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,34,0.13,3963.72,3650.74,108.6
S0572,2024-03-23,March,Q1,Ontario West,ON,Windsor,CLN1026,Rogers Mixed Practice,Emily Chen,Zactran 150mg/mL,Antibiotics,Cattle,320.0,13,0.05,3952.0,3935.61,100.4
S0021,2024-03-24,March,Q1,Atlantic Canada,NS,Fredericton,CLN1114,White Veterinary Clinic,Fatima Hassan,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,48,0.02,14017.92,18334.44,76.5
S0443,2024-03-24,March,Q1,Ontario West,ON,London,CLN1040,Ray Farm Supply & Vet,James Okafor,Vetmedin 10mg,Cardiology,Companion,142.0,1,0.11,126.38,147.98,85.4
S0202,2024-03-25,March,Q1,Quebec,QC,Quebec City,CLN1049,Reid Mixed Practice,Marc Tremblay,Clomicalm 20mg,Behaviour,Companion,67.0,12,0.12,707.52,857.98,82.5
S0305,2024-03-25,March,Q1,Ontario East,ON,Kingston,CLN1015,Santos Farm Supply & Vet,Sarah Mitchell,Zactran 150mg/mL,Antibiotics,Cattle,320.0,33,0.03,10243.2,10980.67,93.3
S0421,2024-03-25,March,Q1,Ontario East,ON,Belleville,CLN1012,Wagner Mixed Practice,David Park,Nexgard Spectra M,Parasitology,Companion,38.9,6,0.06,219.4,283.53,77.4
S0666,2024-03-25,March,Q1,Quebec,QC,Laval,CLN1063,Hawkins Farm Supply & Vet,Isabelle Roy,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,1,0.08,274.16,228.48,120.0
S0378,2024-03-26,March,Q1,Atlantic Canada,NS,Fredericton,CLN1118,Fowler Animal Hospital,Connor MacDonald,Vetmedin 10mg,Cardiology,Companion,142.0,50,0.04,6816.0,7830.33,87.0
S0444,2024-03-26,March,Q1,Quebec,QC,Montreal,CLN1064,Cohen Farm Supply & Vet,Isabelle Roy,Zactran 150mg/mL,Antibiotics,Cattle,320.0,34,0.12,9574.4,11321.34,84.6
S0516,2024-03-26,March,Q1,Ontario East,ON,Toronto,CLN1005,Doyle Mixed Practice,Sarah Mitchell,Vetmedin 10mg,Cardiology,Companion,142.0,49,0.07,6470.94,8538.0,75.8
S0760,2024-03-26,March,Q1,Atlantic Canada,NS,St. John's,CLN1111,Liu Animal Hospital,Connor MacDonald,Vetmedin 10mg,Cardiology,Companion,142.0,16,0.09,2067.52,1953.2,105.9
S0181,2024-03-27,March,Q1,Quebec,QC,Sherbrooke,CLN1052,Clark Farm Supply & Vet,Marc Tremblay,Ingelvac CircoFLEX,Vaccines,Swine,210.0,20,0.11,3738.0,3300.44,113.3
S0401,2024-03-27,March,Q1,Atlantic Canada,NS,Fredericton,CLN1102,Le Veterinary Clinic,Connor MacDonald,Nexgard Spectra M,Parasitology,Companion,38.9,3,0.04,112.03,120.16,93.2
S0408,2024-03-27,March,Q1,Atlantic Canada,NS,Moncton,CLN1104,Herrera Livestock Practice,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,23,0.08,6305.68,6987.42,90.2
S0238,2024-03-29,March,Q1,Ontario West,ON,London,CLN1037,Calderon Animal Hospital,Emily Chen,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,8,0.02,429.24,341.0,125.9
S0483,2024-03-29,March,Q1,Atlantic Canada,NS,St. John's,CLN1098,Rice Animal Hospital,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,25,0.05,7077.5,8871.88,79.8
S0538,2024-03-29,March,Q1,Quebec,QC,Quebec City,CLN1053,Adams Animal Hospital,Marc Tremblay,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,1,0.07,162.75,134.98,120.6
S0792,2024-03-29,March,Q1,Western Canada,AB,Edmonton,CLN1073,Walter Livestock Practice,Ryan Nakamura,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,5,0.11,596.3,730.91,81.6
S0910,2024-03-29,March,Q1,Ontario West,ON,Burlington,CLN1041,Bush Animal Hospital,Emily Chen,Ingelvac CircoFLEX,Vaccines,Swine,210.0,25,0.07,4882.5,4280.63,114.1
S0094,2024-03-30,March,Q1,Western Canada,AB,Vancouver,CLN1076,Foster Veterinary Clinic,Ryan Nakamura,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,18,0.09,2866.5,3462.35,82.8
S0321,2024-03-30,March,Q1,Ontario West,ON,Windsor,CLN1029,Abbott Veterinary Clinic,Emily Chen,Nexgard Spectra M,Parasitology,Companion,38.9,18,0.01,693.2,914.41,75.8
S0652,2024-03-30,March,Q1,Quebec,QC,Sherbrooke,CLN1060,Gray Mixed Practice,Isabelle Roy,Nexgard Spectra L,Parasitology,Companion,44.5,50,0.05,2113.75,2284.97,92.5
S0693,2024-03-30,March,Q1,Western Canada,AB,Saskatoon,CLN1079,Baker Veterinary Clinic,Priya Sharma,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,39,0.01,5173.74,6281.77,82.4
S0714,2024-03-30,March,Q1,Quebec,QC,Quebec City,CLN1070,Adams Animal Hospital,Marc Tremblay,Zactran 150mg/mL,Antibiotics,Cattle,320.0,23,0.06,6918.4,8037.82,86.1
S0867,2024-03-30,March,Q1,Ontario West,ON,Kitchener,CLN1043,Perez Farm Supply & Vet,Emily Chen,Ingelvac CircoFLEX,Vaccines,Swine,210.0,47,0.09,8981.7,11910.34,75.4
S0781,2024-04-01,April,Q2,Ontario West,ON,Windsor,CLN1025,Bernard Mixed Practice,James Okafor,Zactran 150mg/mL,Antibiotics,Cattle,320.0,43,0.04,13209.6,14863.38,88.9
S0853,2024-04-01,April,Q2,Western Canada,AB,Saskatoon,CLN1086,Robinson Mixed Practice,Priya Sharma,Nexgard Spectra L,Parasitology,Companion,44.5,6,0.01,264.33,264.38,100.0
S0166,2024-04-02,April,Q2,Atlantic Canada,NS,Fredericton,CLN1099,Maddox Mixed Practice,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,43,0.12,11276.32,10266.74,109.8
S0228,2024-04-02,April,Q2,Ontario West,ON,Windsor,CLN1035,Gray Veterinary Clinic,James Okafor,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,28,0.01,3714.48,4128.54,90.0
S0671,2024-04-02,April,Q2,Quebec,QC,Sherbrooke,CLN1066,Parsons Veterinary Clinic,Marc Tremblay,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,10,0.01,2950.2,2669.8,110.5
S0847,2024-04-02,April,Q2,Ontario West,ON,London,CLN1040,Ray Farm Supply & Vet,Emily Chen,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,50,0.14,5762.0,5319.87,108.3
S0914,2024-04-02,April,Q2,Western Canada,AB,Saskatoon,CLN1083,Richards Animal Hospital,Priya Sharma,Ingelvac PRRS MLV,Vaccines,Swine,185.0,45,0.09,7575.75,7616.83,99.5
S0928,2024-04-02,April,Q2,Quebec,QC,Montreal,CLN1058,Daniel Livestock Practice,Isabelle Roy,Clomicalm 20mg,Behaviour,Companion,67.0,17,0.12,1002.32,893.79,112.1
S0674,2024-04-03,April,Q2,Ontario East,ON,Belleville,CLN1022,Wolfe Mixed Practice,Sarah Mitchell,Ingelvac CircoFLEX,Vaccines,Swine,210.0,39,0.02,8026.2,8825.51,90.9
S0770,2024-04-04,April,Q2,Quebec,QC,Quebec City,CLN1070,Adams Animal Hospital,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,1,0.12,162.8,171.52,94.9
S0943,2024-04-04,April,Q2,Atlantic Canada,NS,Fredericton,CLN1110,Mckay Mixed Practice,Connor MacDonald,Ingelvac CircoFLEX,Vaccines,Swine,210.0,43,0.11,8036.7,9151.74,87.8
S0997,2024-04-04,April,Q2,Ontario East,ON,Toronto,CLN1004,Walker Mixed Practice,David Park,Ingelvac PRRS MLV,Vaccines,Swine,185.0,50,0.02,9065.0,10623.1,85.3
S0387,2024-04-05,April,Q2,Quebec,QC,Montreal,CLN1072,Hahn Mixed Practice,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,15,0.12,2442.0,2754.22,88.7
S0814,2024-04-05,April,Q2,Quebec,QC,Quebec City,CLN1049,Reid Mixed Practice,Marc Tremblay,Nexgard Spectra L,Parasitology,Companion,44.5,32,0.13,1238.88,1324.28,93.6
S0315,2024-04-06,April,Q2,Quebec,QC,Montreal,CLN1069,Stewart Farm Supply & Vet,Isabelle Roy,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,16,0.07,814.68,686.83,118.6
